username,degree_centrality,in_degree_centrality,out_degree_centrality,closeness_centrality,betweenness_centrality,pagerank,load_centrality,hits_hub,hits_auth,clustering,triangles,eigenvector_centrality,square_clustering,community
didyoumeanzoe,0.15592203898050974,0.08095952023988005,0.07496251874062969,0.34609086553702484,0.0003460777948432129,0.0016544372843214706,0.0003383305799397379,0.005363174123883606,0.005697218033862948,0.6675324675324675,1028,0.06931545095754282,0.40816878232251996,8
andrewdoesstuff4,0.08245877061469264,0.04497751124437781,0.037481259370314844,0.27944949219870163,8.980072295583154e-05,0.001614197525564791,8.97828280446568e-05,2.1420727745471447e-06,5.762598555612349e-06,0.7254901960784313,407,7.380713182008201e-05,0.4972621492128679,3
tribby__,0.10044977511244378,0.047976011994003,0.05247376311844078,0.3751139938359367,0.0018185654516216787,0.0013725702440119283,0.002168798395135032,0.0011284357863995083,0.0008865282169624412,0.5396825396825397,340,0.01083835406418914,0.2082665945541156,1
bpecial_bops,0.06596701649175413,0.031484257871064465,0.034482758620689655,0.34210239039725815,6.380541754552016e-05,0.0007742162386505258,7.699906040929703e-05,0.002721903878329093,0.002566913838309644,0.83399209486166,211,0.03177229132338834,0.5005655914715662,8
annaclaire16,0.11094452773613193,0.06146926536731634,0.04947526236881559,0.2807710504163224,0.0008475574848271366,0.002230861347788095,0.0006963324782497939,6.1446448391906935e-06,6.977579151086683e-06,0.5679442508710801,489,8.603608223002357e-05,0.3819355381283771,3
kiendoll.vn,0.0029985007496251873,0.0014992503748125937,0.0014992503748125937,0.24653584872342993,0.0,0.0004933354614085878,0.0,1.743851545576187e-06,1.7247400802589302e-06,0.0,0,2.137712306536039e-05,0.0,9
andimsophie,0.06746626686656672,0.034482758620689655,0.03298350824587706,0.291160705870872,0.0011642635244300513,0.0011658047518231225,0.0011249661736245618,7.694196821476372e-06,7.939725177173527e-06,0.466403162055336,118,0.00010445399574946096,0.23830078433436858,2
itskellyrac,0.008995502248875561,0.004497751124437781,0.004497751124437781,0.26930864464674875,0.0,0.00033536362333819506,0.0,1.6369895493728405e-06,1.6545445049484525e-06,1.0,3,2.1611181398239298e-05,0.4503311258278146,2
lsaporito2,0.272863568215892,0.136431784107946,0.136431784107946,0.3894296143520369,0.004074999994671673,0.0028312794609547604,0.0037628889811240403,0.008577032436039972,0.008565468247464368,0.532967032967033,2231,0.10560267295912673,0.3264783453788277,8
shaynasiersma,0.1184407796101949,0.05847076461769115,0.05997001499250375,0.35745673961049035,0.0016156035042231038,0.0016280518740966789,0.0015410525687043477,0.0012962673049233767,0.0012741322616066262,0.5038461538461538,393,0.01576725880860471,0.208847588978186,1
ana_logs_,0.14842578710644677,0.07496251874062969,0.07346326836581708,0.3236241146027581,0.00045547801629548286,0.0019344208234118062,0.0004657796278669462,3.2452253033559404e-05,3.5780596634495904e-05,0.590204081632653,723,0.00046652006185266074,0.35908613120633154,2
bridget_w_,0.06446776611694152,0.03298350824587706,0.031484257871064465,0.39845848887636715,0.014774517032254388,0.001203092424684385,0.01554664524754137,0.00037298827916448546,0.0004808796834818275,0.29004329004329005,67,0.005945305723919792,0.09764007384124133,2
charismaticalpaca,0.029985007496251874,0.014992503748125937,0.014992503748125937,0.30545999217416553,6.15128565859083e-06,0.0012995146726964095,5.663548891934699e-06,5.424058604211296e-06,5.739503126802269e-06,0.9111111111111111,41,6.792512404609399e-05,0.42496493688639553,10
joro214,0.20089955022488756,0.10194902548725637,0.09895052473763118,0.3505493629996596,0.0018305045820149923,0.002554128015952662,0.0014520363936957306,5.5399585921644674e-05,5.393697344979525e-05,0.5746478873239437,1428,0.0007064130556048975,0.35111375503998943,2
drobertpease,0.029985007496251874,0.020989505247376312,0.008995502248875561,0.3267000816750204,0.001014727227340938,0.0018908635186550894,0.0014980560240883567,6.746890082458797e-06,2.6686182386661754e-05,0.34065934065934067,31,0.0003425182490760367,0.08450155763239875,10
collins.elizabetha,0.0239880059970015,0.01199400299850075,0.01199400299850075,0.23084958051197094,1.458782527544286e-05,0.0011988270967767903,3.109530626466924e-05,1.829665346082327e-06,1.8730429202216301e-06,1.0,28,2.4045848067091468e-05,0.7181818181818181,6
jamiekim01,0.017991004497751123,0.008995502248875561,0.008995502248875561,0.32588496171076137,5.3324675650665834e-05,0.0004793271396489479,8.891555751515276e-05,0.00035415464536668243,0.0003489653298907217,0.5333333333333333,8,0.004400324610827279,0.1223128243143069,8
roux.blue.stagram,0.09745127436281859,0.047976011994003,0.04947526236881559,0.3226647545792321,0.0025339831640545244,0.0015315881008778186,0.0032081802217130964,1.503965843397352e-05,1.4212657533816493e-05,0.4375,231,0.00019014617225369225,0.23423471004542093,2
l_ttang,0.14842578710644677,0.07196401799100449,0.07646176911544228,0.3413870691418535,0.0011350312564607909,0.0018392225746418306,0.0011573375040116875,0.0008916049705580489,0.0008132269115484947,0.5429864253393665,720,0.010174835979726772,0.2776154600663648,0
genevievepc47,0.01199400299850075,0.005997001499250375,0.005997001499250375,0.28320618528550123,0.0017698276826376182,0.0007428740570683388,0.002119131739959237,3.3864876451949413e-06,3.4354457443740405e-06,0.3333333333333333,2,4.412356841916283e-05,0.09041095890410959,2
v_schrag,0.013493253373313342,0.005997001499250375,0.0074962518740629685,0.3229839086391522,0.0015279635033468267,0.0004312154170947748,0.0017253359201511455,0.00016355285557190902,0.0001608689333942468,0.4,4,0.002022700986350349,0.040498442367601244,8
yt.gong,0.13193403298350825,0.05847076461769115,0.07346326836581708,0.3608140681040695,0.0037488293218331547,0.0015813847177297874,0.003671784089175111,0.0012569371094921355,0.00089142221376078,0.375,441,0.011146859863914093,0.16351764246756584,0
faithholt,0.0029985007496251873,0.0014992503748125937,0.0014992503748125937,0.3010942661449358,0.0,0.0002840898573656469,0.0,1.365336089124885e-05,1.360826600172236e-05,0.0,0,0.00017060752173439449,0.0,2
lead_foot_betty,0.01199400299850075,0.005997001499250375,0.005997001499250375,0.3015112942143886,0.0,0.0007274733584162943,0.0,1.4264724593070352e-05,1.4224803778216753e-05,1.0,6,0.00017832659178703775,0.06132075471698113,2
logandiener,0.005997001499250375,0.0029985007496251873,0.0029985007496251873,0.27509412943065115,0.0007360567073675633,0.0003390400145281288,0.0008607200218540844,2.0020831938935654e-05,1.994922274602818e-05,0.0,0,0.00024617538269105675,0.0,3
alexc_1995_,0.04047976011994003,0.019490254872563718,0.020989505247376312,0.30892784449780786,0.00026384566880397067,0.0006425033234438143,0.0003420832236549205,0.00039666964809457344,0.00041586537533789706,0.39166666666666666,47,0.005021066207977219,0.15010989010989012,0
kaholi.k,0.13343328335832083,0.06596701649175413,0.06746626686656672,0.3013721565613133,0.0018022066166280683,0.001855256864895042,0.001747042232638097,2.2269095203383445e-05,1.986034411796136e-05,0.502020202020202,497,0.00026508382798342645,0.29879322203464015,2
taliyahh,0.10794602698650674,0.050974512743628186,0.05697151424287856,0.3182619216707436,0.0031425926879357574,0.001467944297188344,0.0031937629307308263,0.0003701103637589749,0.00033053619613746514,0.5290148448043185,392,0.004193090457105364,0.29486159386909,0
michaelmdodd,0.08245877061469264,0.04047976011994003,0.041979010494752625,0.3293360883854593,0.0002784497718790538,0.0011685186100284968,0.00035833113970727183,0.0006106021269380405,0.0006039831564020597,0.6164021164021164,233,0.007449701465004402,0.2433225833126602,1
lizfinneran,0.06596701649175413,0.03298350824587706,0.03298350824587706,0.2629120222497447,0.00020110140270379468,0.0011670070399751105,0.00024680993635946383,5.929495094254195e-06,5.843903347713887e-06,0.5670995670995671,131,8.102668557714905e-05,0.28193685893166376,2
messejangold,0.13793103448275862,0.06746626686656672,0.0704647676161919,0.36423506038391845,0.00017960371591760853,0.0014137395535089878,0.00018272317029820008,0.005521133566903829,0.005314050772624688,0.818686401480111,885,0.06532937562554095,0.4843110504774898,8
luckylogan11,0.06146926536731634,0.031484257871064465,0.029985007496251874,0.27802190858593695,0.00029287500973509435,0.001083978459837376,0.00031262612350324933,3.163597807751865e-06,3.4146954601872275e-06,0.6623376623376623,153,4.169694198700982e-05,0.4237091919425793,3
stoked.18,0.1649175412293853,0.08545727136431784,0.07946026986506746,0.32394517027200687,0.01579939583603615,0.0029401087233578652,0.016252279431344687,1.2142609990165133e-05,1.2202889122572911e-05,0.47978142076502733,878,0.0001538583883133443,0.34317567979205166,3
mirza9,0.22488755622188905,0.11394302848575712,0.11094452773613193,0.3551242323373387,0.005378705796594726,0.002926258018260261,0.004648974547114244,5.1173104788126235e-05,5.404294700016533e-05,0.5119298245614035,1459,0.0007132751322565449,0.31923088293051677,2
willbrodner,0.3793103448275862,0.1889055472263868,0.19040479760119938,0.39628244130362,0.00765684315564804,0.0038881488432943073,0.007143973528793968,0.010990026418862375,0.010915469179003769,0.43157105361829773,3453,0.13479146241265094,0.2981617015769997,8
noidontpopmolly,0.06446776611694152,0.029985007496251874,0.034482758620689655,0.3439038774451637,0.0006425878166418191,0.000871227440465074,0.0006128431165598549,0.0004578671198177531,0.0003235764625883353,0.5788177339901478,235,0.0039813863117222365,0.26897417266662266,0
brittecornish,0.03298350824587706,0.01649175412293853,0.01649175412293853,0.2885874782449694,4.306068086935918e-05,0.0006242817122471487,4.51671863570567e-05,4.52963755101563e-06,4.556952241079924e-06,0.8363636363636363,46,6.070789393999802e-05,0.33204384268214054,2
bakanyon,0.12893553223388304,0.06446776611694152,0.06446776611694152,0.3306701079839827,0.00042669302007269856,0.001697516450767313,0.0004217317246351376,0.0005419584265798744,0.0005382394558028243,0.6301218161683277,569,0.006766730122228199,0.34116600457076246,0
emmanuelwerr,0.0074962518740629685,0.004497751124437781,0.0029985007496251873,0.26515365946746483,0.000207944608963071,0.0004987887839639925,0.00030167884200858985,1.264235981108279e-05,1.2156330545890611e-05,0.6666666666666666,2,0.00016278852399618913,0.23076923076923078,6
benfrederick49,0.10344827586206896,0.050974512743628186,0.05247376311844078,0.2798086817773633,0.0005095039201222779,0.0016625289645999942,0.0005086484773728394,4.367184121251977e-06,4.191730189763583e-06,0.5645645645645646,376,5.28664247205912e-05,0.4106627457387137,3
sarahxbernal,0.05547226386806597,0.026986506746626684,0.02848575712143928,0.3466419656413831,0.005716706693864406,0.0012536487959187658,0.0057911401655593685,0.0014071500351806633,0.0014184458281342207,0.4093567251461988,70,0.017345293774408153,0.22010481181515007,8
sambmccann,0.08845577211394302,0.041979010494752625,0.046476761619190406,0.33422388089476246,0.00042550565472208933,0.0012050104461993325,0.0005114247834304608,0.0004465839569484446,0.00042006744287946616,0.6693548387096774,332,0.00542488309916783,0.3247563352826511,0
susenanne00,0.029985007496251874,0.014992503748125937,0.014992503748125937,0.3181068988155703,0.00019725613161440198,0.0005781477936698499,0.00025931285173053065,0.000386174242112776,0.0004048882858784862,0.5333333333333333,24,0.004777740711418188,0.14058283864004317,1
daniekristine88,0.01649175412293853,0.0074962518740629685,0.008995502248875561,0.3043212783170391,0.0005300801927543361,0.0008009522183852936,0.0005185796896674725,5.257130915637444e-06,4.975339618796178e-06,0.9333333333333333,14,6.162917104870979e-05,0.2611683848797251,10
qzhang123,0.1634182908545727,0.08395802098950525,0.07946026986506746,0.3660725690966176,0.003192055718992719,0.0021077077747095924,0.0030629415498871874,0.0011315970437230595,0.0014388341045376031,0.4243132670952659,726,0.017435062158490063,0.20376966760976206,0
kendontharp,0.1184407796101949,0.05697151424287856,0.06146926536731634,0.2807710504163224,0.0002997285014077098,0.0018889162670038392,0.00019914304628995094,5.088005688983752e-06,6.322822567358058e-06,0.6947271045328399,751,8.102918650598974e-05,0.47871044225639675,3
moirahaney,0.029985007496251874,0.014992503748125937,0.014992503748125937,0.2870652585795015,2.1966580080804425e-05,0.000575346133511863,2.305979398706132e-05,5.138158196237685e-06,5.202134225673493e-06,0.6222222222222222,28,6.872257002873992e-05,0.36101169172035313,2
izzy.canning,0.09895052473763118,0.04947526236881559,0.04947526236881559,0.3335410946212287,0.007287992606647177,0.0013478036385574542,0.008501931228033183,3.2904832029060384e-05,2.7932855918315274e-05,0.6417112299465241,360,0.0004131601527679899,0.3382815448484086,2
tayl.or.bethany,0.008995502248875561,0.004497751124437781,0.004497751124437781,0.25681221520580644,0.00216378582278057,0.0011541658923695341,0.0022157899400874646,1.769651248336418e-06,1.7511356640578011e-06,0.6666666666666666,2,2.1701356485749504e-05,0.1111111111111111,9
subrubansandinista,0.038980509745127435,0.008995502248875561,0.029985007496251874,0.2629120222497447,4.734012394706547e-05,0.00047507350025551703,4.558567623756202e-05,3.2515590058110563e-06,2.151422685703178e-06,0.7105263157894737,135,2.6763238452991355e-05,0.4887833938378479,3
prinutbutterandpatelly,0.05397301349325337,0.026986506746626684,0.026986506746626684,0.2940447831014704,0.00010619047054748998,0.0008228202949725269,0.00015368930298684838,1.0617917129375799e-05,1.1111864414181687e-05,0.6013071895424836,92,0.00014128970725290528,0.3158756137479542,2
zqiufeng,0.08695652173913043,0.047976011994003,0.038980509745127435,0.32588496171076137,0.00032153718779352373,0.0012979101822577976,0.00036588599722097825,0.0005137471438970563,0.0005743563401829399,0.6136363636363636,324,0.007346448263326963,0.3021832181544274,0
cassandra.turk,0.10794602698650674,0.05547226386806597,0.05247376311844078,0.3716980439774421,0.0016227552531437827,0.0014882457195370086,0.0018570484182129094,0.001628804374116397,0.001746775279646803,0.3229018492176387,227,0.02137379323691968,0.13594915722575296,1
ataugustning,0.06896551724137931,0.037481259370314844,0.031484257871064465,0.33542550758519046,0.000962886769929505,0.001217728884475681,0.00124561031625424,0.0009392213567631166,0.0009987449372516834,0.26666666666666666,80,0.012405177769631197,0.11311408850994722,0
sarah.madera,0.191904047976012,0.10044977511244378,0.0914542728635682,0.34336144230723753,0.001861815916938213,0.002606608402668956,0.0019383098497540176,4.5873612784607155e-05,4.783237229683707e-05,0.5201266395296246,1150,0.0006462850320893128,0.33181016419447634,2
hannahgenender,0.09895052473763118,0.04947526236881559,0.04947526236881559,0.3355978742386258,0.0005503117453476234,0.001299766025362804,0.0005985630053689498,0.0007996754814318361,0.0007783925629431298,0.6084033613445378,362,0.009616312936777996,0.27148460715559253,0
serickson_,0.08995502248875561,0.041979010494752625,0.047976011994003,0.29444249921928123,0.00012602388491675775,0.001203830403603164,0.0001461845109360953,2.0119137212144955e-05,1.7414273973180256e-05,0.6975806451612904,346,0.00023179228364124816,0.39705953474875466,2
sam.mccormickk,0.020989505247376312,0.010494752623688156,0.010494752623688156,0.3349094683427517,0.001700784431164649,0.0008400349453936683,0.0019110162962840095,0.0004219884857290746,0.0004370674241016882,0.6190476190476191,13,0.005221649330390055,0.14285714285714285,8
oscarli101,0.019490254872563718,0.004497751124437781,0.014992503748125937,0.2629120222497447,3.275592623587707e-05,0.00034633073187623914,4.267603969692033e-05,8.463128001603489e-05,2.0086117091192428e-05,0.37777777777777777,17,0.00024119379112433762,0.23837667454688732,0
_annapauline__,0.1409295352323838,0.06896551724137931,0.07196401799100449,0.3345663233956792,0.003159359458684428,0.0019698751514327347,0.0029748422018430433,3.5454538048354476e-05,3.2896764960745136e-05,0.6205673758865248,700,0.00045281804962374675,0.3773676341702325,2
matthewbarbano,0.14842578710644677,0.07346326836581708,0.07496251874062969,0.3462743707679564,0.0010516517005156388,0.0018957729871489084,0.0011394701452329974,0.0008393150383637479,0.0008233456706374363,0.521870286576169,692,0.010423925874602584,0.2744503180900393,0
reed.mk,0.050974512743628186,0.025487256371814093,0.025487256371814093,0.3439038774451637,0.0005040107330427343,0.0008354751527011905,0.0005392969768774123,0.0006026029290036595,0.0005338216870896555,0.5816993464052288,89,0.006152232967726979,0.1535344439441693,1
candi.sheehan,0.07346326836581708,0.038980509745127435,0.034482758620689655,0.39106195405291366,0.004783133992442049,0.00129690184979673,0.004604420518235354,0.0010469331212551289,0.0009277611899401331,0.27635327635327633,97,0.011702116825342631,0.1115819669459204,1
onkarsingh1996,0.017991004497751123,0.008995502248875561,0.008995502248875561,0.29312094401632216,3.4036308955967286e-05,0.0004647425069055366,5.461958530497686e-05,0.0002457387921237029,0.000254585079839706,0.13333333333333333,2,0.0030593774943174466,0.0867003367003367,0
maddy_mads_madison,0.07196401799100449,0.02848575712143928,0.043478260869565216,0.2775492831569765,0.00031823992486338596,0.0010020389822023197,0.00033159317729068325,3.91871044568517e-06,3.3626806940705905e-06,0.6795698924731183,316,4.0367311843999735e-05,0.45302541801004725,3
tjangz27,0.14392803598200898,0.0704647676161919,0.07346326836581708,0.34774944795972623,0.0014243473065491921,0.0017729559710923815,0.0015273483414705268,0.0013102566051267908,0.0012944360013861318,0.4931972789115646,580,0.016023562861717234,0.22597190293742017,0
demma_andy,0.1649175412293853,0.08695652173913043,0.07796101949025487,0.34719482364081117,0.00015136320814898577,0.0017738944399704384,0.0001754019017419973,0.00571333300109712,0.006284363910092581,0.7352425482174167,1258,0.07731230923080179,0.4348798181885137,8
jmai94,0.1829085457271364,0.0914542728635682,0.0914542728635682,0.3320149787841209,0.001129512356130394,0.002352364042940429,0.0011853176084470987,3.7052852787850004e-05,3.482209248889795e-05,0.5972677595628415,1093,0.0004916275848823266,0.3556863880577808,2
megan_zheng_,0.17841079460269865,0.08995502248875561,0.08845577211394302,0.3600184472262215,0.004154851220136815,0.0022698738562507755,0.004369575488569505,0.001868876953224528,0.0019193374631721145,0.28700564971751413,508,0.023385022901686744,0.12470683435969881,1
trothertrunks,0.038980509745127435,0.019490254872563718,0.019490254872563718,0.37468357043509226,0.012404129543811189,0.0016860858524790333,0.01498460851519042,0.00012579442991577993,0.00012585281274643466,0.1794871794871795,14,0.001560626456396816,0.03516028955532575,10
kenzie_pensyl,0.1199400299850075,0.07196401799100449,0.047976011994003,0.2816185697578119,0.0003323790102839722,0.002448289261032379,0.0001956537029110028,4.436248195167758e-06,7.124010425176883e-06,0.6675531914893617,753,9.229716087570077e-05,0.4610283743533469,3
madsmenoher,0.06146926536731634,0.029985007496251874,0.031484257871064465,0.2897397796221676,8.312787271660207e-05,0.0009397058044388833,8.046607947415852e-05,7.780806593083349e-06,7.6039528018935805e-06,0.6333333333333333,133,9.70496314673273e-05,0.300661631243047,2
simranprakash,0.10194902548725637,0.050974512743628186,0.050974512743628186,0.3426408516623115,0.001359661786430253,0.0013325916033706847,0.001587215023361131,0.0018908186164705947,0.0018759031963923925,0.38412698412698415,242,0.02341402570834147,0.164331299776719,1
lesbiancedar,0.29535232383808097,0.14692653673163417,0.14842578710644677,0.3608140681040695,0.013277453102246135,0.0036883316430149377,0.0172793380056344,6.064905268494907e-05,5.810506196773745e-05,0.40444444444444444,2002,0.0007876857029792855,0.27517149168701316,2
dukeclubswimming,0.08095952023988005,0.037481259370314844,0.043478260869565216,0.32539783919699344,0.0002465421268194044,0.0010728191730441045,0.00027454663615178384,0.0011387116855837104,0.0010673838967618775,0.6133004926108374,249,0.013192862994255787,0.20989286211214694,1
sarahrsalmon,0.05997001499250375,0.029985007496251874,0.029985007496251874,0.31950756519978757,0.00036299052861934794,0.0009597241112440778,0.0003248874595283148,2.3756796508939968e-05,2.318440777366308e-05,0.6857142857142857,144,0.00030408573781868695,0.3927622645964933,2
ehc.views,0.08845577211394302,0.043478260869565216,0.04497751124437781,0.31564691313115795,0.00011455878538651323,0.0011644322769570393,0.00010499786797203672,0.0004406713637021571,0.00041547447731138745,0.7520161290322581,373,0.0050989592853033505,0.38938851538170494,0
lil_chin,0.1394302848575712,0.06896551724137931,0.0704647676161919,0.32330369468730985,0.0003432818096489889,0.001821612274899392,0.00032335528648985186,3.4705553325852226e-05,3.4522496684386246e-05,0.6347517730496454,716,0.00045555774389271505,0.3727081935078356,2
stfuveronica,0.17541229385307347,0.08845577211394302,0.08695652173913043,0.32186962211353665,0.00046579100518695423,0.002236565112195119,0.0004431325621783001,3.688179380447742e-05,3.729652293362069e-05,0.6382232612507306,1092,0.0004962202774247988,0.38239143046018104,2
jewelsincel,0.15292353823088456,0.07946026986506746,0.07346326836581708,0.2830834257773584,0.0018061769715248806,0.0029229061500552793,0.0018931477435857557,7.342558785820413e-06,7.36589620457403e-06,0.5660377358490566,810,9.603766141273585e-05,0.4031430976860474,3
jordynkapis,0.06146926536731634,0.029985007496251874,0.031484257871064465,0.2781403165538185,5.541389742630444e-05,0.0011012786346926637,7.76112127930839e-05,1.6949120681788281e-06,3.2037344758436526e-06,0.7628458498023716,193,4.1811117847714345e-05,0.5109952072173668,3
mad.lad.crad,0.07346326836581708,0.037481259370314844,0.035982008995502246,0.3265367316341829,3.8418623538671404e-05,0.0008978986201006738,4.6115917763776625e-05,0.0029705033118039453,0.0031201407482579382,0.8490028490028491,298,0.03791400895848243,0.4929609292025399,8
thuantrn,0.19490254872563717,0.10194902548725637,0.09295352323838081,0.36855161583993556,0.0019487392740954082,0.0021892976552701903,0.001898162942937392,0.005955584812577131,0.006323590984040543,0.5408252853380158,1232,0.07851764529073645,0.3191915837415345,8
chipsiduke,0.22188905547226387,0.10794602698650674,0.11394302848575712,0.4033807679236355,0.0074920610445867244,0.0021974366341298316,0.006846513376394634,0.007767254585422051,0.007502538629966202,0.5745098039215686,2051,0.09194108401017899,0.3696140122258107,8
elainec6,0.08695652173913043,0.041979010494752625,0.04497751124437781,0.39484489919490073,0.002086716333685387,0.0011617198776321504,0.001852602514720269,0.0019769992858253275,0.0017009066705335686,0.3954022988505747,172,0.021433337999515495,0.1791846871922237,8
torguh,0.13343328335832083,0.06596701649175413,0.06746626686656672,0.32186962211353665,0.017758734249451198,0.0026216534661207516,0.01839379951088836,1.1570912989518443e-05,1.1353737784481845e-05,0.5828571428571429,714,0.00014359533052255664,0.4047971182146989,3
eciprian,0.04947526236881559,0.025487256371814093,0.0239880059970015,0.2940447831014704,8.350880611190317e-05,0.0008109833566755431,0.00010828029960267969,9.4700572831269e-06,8.11383037391432e-06,0.5,68,0.0001277143016264229,0.30007186120521506,2
annarosina.holcombe,0.029985007496251874,0.013493253373313342,0.01649175412293853,0.2659093905815822,0.0013014498513913367,0.0013360904732264106,0.0012616823126303978,1.4490969780875611e-05,1.280809310096426e-05,0.8363636363636363,46,0.00017094607738561829,0.46733668341708545,6
jdechicchis,0.20689655172413793,0.10494752623688156,0.10194902548725637,0.3819143060048923,0.0008847889205527607,0.0020716967077596938,0.0008590910491082024,0.008055001741509698,0.008270424440686555,0.7937888198757764,1917,0.10203015932629331,0.487242970893227,8
